query_key,category,scenario,endpoint,symbol_type,indicator_id,req_unique_id,attrs_json,time_range_json,template,periods,metric_name,english_name,description,aliases,is_interval_metric,period_values_json,exchange,access_guide
inr-volatility-avg|区间振幅（基于最低价）|Volatility,security,metric_lookup,snapshot,market_code,inr-volatility-avg,inr-volatility-avg,"{""period_type"":{""children"":null,""default"":null,""enum_options"":[{""label"":""null"",""value"":null},{""label"":""rolling"",""value"":""rolling""},{""label"":""rolling2"",""value"":""rolling2""}],""example"":null,""name"":""period_type"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""time_period"":{""children"":null,""default"":""min_*"",""enum_options"":[{""label"":""不限trade_class且*>1"",""value"":""min_*""},{""label"":""限制intraday"",""value"":""day_*""},{""label"":""限制intraday"",""value"":""week_*""},{""label"":""限制intraday"",""value"":""month_*""},{""label"":""限制intraday"",""value"":""year_*""}],""example"":""min_*"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""},""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,min_*;day_*;week_*;month_*;year_*,区间振幅（基于最低价）,Volatility,"周波动率=过去7天内每根k线的日波动率的平均数，取自然日
但是日波动率 = (最高价 - 最低价) x 100 / |最低价| %  （不考虑前一根K线的收盘价）
月波动率=过去30天内每根k线的日波动率的平均数 ，取自然日
但是日波动率 = (最高价 - 最低价) x 100 / |最低价| %  （不考虑前一根K线的收盘价）",区间振幅（基于最低价）,true,"[""min_*"",""day_*"",""week_*"",""month_*"",""year_*""]","UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
etf_wallstreet_rating|ETF 华尔街评级|ETF Wallstreet Rating,security,metric_lookup,snapshot,market_code,etf_wallstreet_rating,etf_wallstreet_rating,{},{},stock-detail.json,snapshot,ETF 华尔街评级,ETF Wallstreet Rating,"取ETF成分股五个评级（strong buy, buy,hold, sell, strong sell）中数量最多的（做完了现有指标）作为ETF的华尔街评级",,false,[],UUS,STANDARD_SNAPSHOT
opt_root_atm_iv|ATM隐含波动率|ATM Implied Volatility,security,metric_lookup,series,market_code,opt_root_atm_iv,opt_root_atm_iv,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,ATM隐含波动率,ATM Implied Volatility,ATM 隐含波动率。原值是 0-1 小数，展示时需乘以 100。,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
fundAnalyEn|基金分析(英文)|Fund Analysis,security,metric_lookup,snapshot,market_code,fundAnalyEn,fundAnalyEn,{},{},stock-detail.json,snapshot,基金分析(英文),Fund Analysis,介绍,,false,[],UUS,STANDARD_SNAPSHOT
fundAssetType|资产类型分布|Asset Type Allocation,security,metric_lookup,snapshot,market_code,fundAssetType,fundAssetType,{},{},stock-detail.json,snapshot,资产类型分布,Asset Type Allocation,持仓类别分布,,false,[],UUS,STANDARD_SNAPSHOT
ext_etf_holding_ratio|持仓比例|Position Weight %,security,metric_lookup,snapshot,market_code,ext_etf_holding_ratio,ext_etf_holding_ratio,"{""match_code"":{""children"":null,""default"":null,""enum_options"":null,""example"":null,""name"":""match_code"",""query_type"":""string"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,持仓比例,Position Weight %,持仓比例,,false,[],UUS,STANDARD_SNAPSHOT
avg_spent_age|平均已花费输出寿命|Average Spent Output Lifespan,chain_id,metric_lookup,series,chain_id,avg_spent_age,avg_spent_age,"{""time_period"":{""children"":null,""default"":""day_1"",""enum_options"":[{""label"":""day_1"",""value"":""day_1""}],""example"":""day_1"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""begin_end"",""begin_time"":1786579200000,""end_time"":0,""time_period"":""day_1""}",series-etf-30d.json,day_1,平均已花费输出寿命,Average Spent Output Lifespan,所有在当日被花费的未花费交易输出（UTXO）自创建以来的平均持有时间（以天为单位）。反映市场整体持仓周期。,,false,"[""day_1""]",INNER2,STANDARD_SERIES_TIME_RANGE_BEGIN_END
ext_crypto_total_market_cap_min_60|全市场数字币总市值1小时历史数据|Global Crypto Market Cap 1H Historical Data,market_env,metric_lookup,series,,ext_crypto_total_market_cap_min_60,ext_crypto_total_market_cap_min_60,"{""time_period"":{""children"":null,""default"":""min_60"",""enum_options"":[{""label"":""min_60"",""value"":""min_60""}],""example"":""min_60"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""min_60""}",,min_60,全市场数字币总市值1小时历史数据,Global Crypto Market Cap 1H Historical Data,数字货币总市值1小时历史数据,,false,"[""min_60""]","UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SERIES_MARKET_ENV
ext_usdt_dominance_min_60|USDT占比1小时历史数据|USDT Dominance 1H Historical Data %,market_env,metric_lookup,series,,ext_usdt_dominance_min_60,ext_usdt_dominance_min_60,"{""time_period"":{""children"":null,""default"":""min_60"",""enum_options"":[{""label"":""min_60"",""value"":""min_60""}],""example"":""min_60"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""min_60""}",,min_60,USDT占比1小时历史数据,USDT Dominance 1H Historical Data %,USDT占比1小时历史数据,,false,"[""min_60""]","UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SERIES_MARKET_ENV
ext_eth_dominance_min_60|ETH占比1小时历史数据|ETH Dominance 1H Historical Data %,market_env,metric_lookup,series,,ext_eth_dominance_min_60,ext_eth_dominance_min_60,"{""time_period"":{""children"":null,""default"":""min_60"",""enum_options"":[{""label"":""min_60"",""value"":""min_60""}],""example"":""min_60"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""min_60""}",,min_60,ETH占比1小时历史数据,ETH Dominance 1H Historical Data %,ETH占比1小时历史数据,,false,"[""min_60""]","UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SERIES_MARKET_ENV
ext_btc_dominance_min_60|BTC占比1小时历史数据|BTC Dominance 1H Historical Data %,market_env,metric_lookup,series,,ext_btc_dominance_min_60,ext_btc_dominance_min_60,"{""time_period"":{""children"":null,""default"":""min_60"",""enum_options"":[{""label"":""min_60"",""value"":""min_60""}],""example"":""min_60"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""min_60""}",,min_60,BTC占比1小时历史数据,BTC Dominance 1H Historical Data %,BTC占比 1小时历史数据,,false,"[""min_60""]","UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SERIES_MARKET_ENV
ext_other_dominance_pct_chg_24h|其他币（除了BTC和ETH）市值占比24小时变化%|Other Coins Ex-BTC and ETH Market Cap Dominance 24H Change %,market_env,metric_lookup,snapshot,,ext_other_dominance_pct_chg_24h,ext_other_dominance_pct_chg_24h,{},{},market-env-snapshot.json,snapshot,其他币（除了BTC和ETH）市值占比24小时变化%,Other Coins Ex-BTC and ETH Market Cap Dominance 24H Change %,其他币（除了BTC和ETH）市值占比24小时变化%,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_other_dominance|其他币（除了BTC和ETH）市值占比|Other Coins Ex-BTC and ETH Market Cap Dominance %,market_env,metric_lookup,snapshot,,ext_other_dominance,ext_other_dominance,{},{},market-env-snapshot.json,snapshot,其他币（除了BTC和ETH）市值占比,Other Coins Ex-BTC and ETH Market Cap Dominance %,其他币（除了BTC和ETH）市值占比,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_eth_dominance|ETH市值占比|ETH Market Cap Dominance %,market_env,metric_lookup,snapshot,,ext_eth_dominance,ext_eth_dominance,{},{},market-env-snapshot.json,snapshot,ETH市值占比,ETH Market Cap Dominance %,ETH市值占比,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_crypto_total_market_cap|全市场数字币总市值|Total Crypto Market Cap,market_env,metric_lookup,snapshot,,ext_crypto_total_market_cap,ext_crypto_total_market_cap,{},{},market-env-snapshot.json,snapshot,全市场数字币总市值,Total Crypto Market Cap,数字币总市值,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_other_dominance_min_60|其他占比1小时历史数据|Other Coin Dominance 1H Historical Data %,market_env,metric_lookup,series,,ext_other_dominance_min_60,ext_other_dominance_min_60,"{""time_period"":{""children"":null,""default"":""min_60"",""enum_options"":[{""label"":""min_60"",""value"":""min_60""}],""example"":""min_60"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""min_60""}",,min_60,其他占比1小时历史数据,Other Coin Dominance 1H Historical Data %,其他占比1小时历史数据,,false,"[""min_60""]","UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SERIES_MARKET_ENV
ext_bnb_dominance_min_60|BNB占比1小时历史数据|BNB Dominance 1H Historical Data %,market_env,metric_lookup,series,,ext_bnb_dominance_min_60,ext_bnb_dominance_min_60,"{""time_period"":{""children"":null,""default"":""min_60"",""enum_options"":[{""label"":""min_60"",""value"":""min_60""}],""example"":""min_60"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""min_60""}",,min_60,BNB占比1小时历史数据,BNB Dominance 1H Historical Data %,BNB占比1小时历史数据,,false,"[""min_60""]","UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SERIES_MARKET_ENV
ext_eth_dominance_pct_chg_24h|ETH市值占比24小时变化%|ETH Market Cap Dominance 24H Change %,market_env,metric_lookup,snapshot,,ext_eth_dominance_pct_chg_24h,ext_eth_dominance_pct_chg_24h,{},{},market-env-snapshot.json,snapshot,ETH市值占比24小时变化%,ETH Market Cap Dominance 24H Change %,ETH市值占比24小时变化%,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_usdt_dominance|USDT市值占比|USDT Market Cap Dominance %,market_env,metric_lookup,snapshot,,ext_usdt_dominance,ext_usdt_dominance,{},{},market-env-snapshot.json,snapshot,USDT市值占比,USDT Market Cap Dominance %,USDT市值占比,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_btc_dominance_pct_chg_24h|BTC市值占比24小时变化%|BTC Market Cap Dominance 24H Change %,market_env,metric_lookup,snapshot,,ext_btc_dominance_pct_chg_24h,ext_btc_dominance_pct_chg_24h,{},{},market-env-snapshot.json,snapshot,BTC市值占比24小时变化%,BTC Market Cap Dominance 24H Change %,BTC市值占比24小时变化%,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_bnb_dominance|BNB市值占比|BNB Market Cap Dominance %,market_env,metric_lookup,snapshot,,ext_bnb_dominance,ext_bnb_dominance,{},{},market-env-snapshot.json,snapshot,BNB市值占比,BNB Market Cap Dominance %,BNB市值占比,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_crypto_total_market_cap_pct_chg_24h|数字币总市值24小时涨跌幅|Crypto Market Cap 24H Change %,market_env,metric_lookup,snapshot,,ext_crypto_total_market_cap_pct_chg_24h,ext_crypto_total_market_cap_pct_chg_24h,{},{},market-env-snapshot.json,snapshot,数字币总市值24小时涨跌幅,Crypto Market Cap 24H Change %,数字币总市值24小时涨跌幅,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT_MARKET_ENV
ext_metric_crypto_fear_greed_index|数字币恐慌指数|Crypto Fear Index,market_env,metric_lookup,series,,ext_metric_crypto_fear_greed_index,ext_metric_crypto_fear_greed_index,"{""time_period"":{""children"":null,""default"":""day_1"",""enum_options"":[{""label"":""day_1"",""value"":""day_1""}],""example"":""day_1"",""name"":""time_period"",""query_type"":""enum"",""required"":""1"",""source"":""table""}}","{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1""}",,day_1,数字币恐慌指数,Crypto Fear Index,数字币恐慌指数,,false,"[""day_1""]","UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F","STANDARD_SNAPSHOT_MARKET_ENV,STANDARD_SERIES_MARKET_ENV"
farDivYld|远期年化分红|Forward Annualized Dividend,security,metric_lookup,snapshot,market_code,farDivYld,farDivYld,{},{},stock-detail.json,snapshot,远期年化分红,Forward Annualized Dividend,即年化了最新一期的分红，把最新一期的分红数字乘以每年分红次数,,false,[],UUS,STANDARD_SNAPSHOT
国际数字货币@Latest Trading Volume|数字币成交量|Crypto Trading Volume,security,metric_lookup,snapshot,market_code,国际数字货币@Latest Trading Volume,国际数字货币@Latest Trading Volume,{},{},stock-detail.json,snapshot,数字币成交量,Crypto Trading Volume,数字币的成交量,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
国际数字货币@Market Cap|分币种数字币总市值|Crypto Market Cap by Coin,security,metric_lookup,snapshot,market_code,国际数字货币@Market Cap,国际数字货币@Market Cap,{},{},stock-detail.json,snapshot,分币种数字币总市值,Crypto Market Cap by Coin,数字币的总市值,,false,[],"UUS,89,UAOS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
ext_concept_member_count|概念成分股个数|Number of Constituent Stocks,security,metric_lookup,snapshot,market_code,ext_concept_member_count,ext_concept_member_count,{},{},stock-detail.json,snapshot,概念成分股个数,Number of Constituent Stocks,概念成分股个数是指某一概念板块中包含的成分股数量，用于衡量该概念涵盖的股票范围。该指标不涉及特定统计口径后缀（如TTM、FY等），因此在所有别名中均不附加后缀。,,false,[],"89,UUS",STANDARD_SNAPSHOT
ext_concept_update_time|概念更新时间|Concept Updated Time,security,metric_lookup,snapshot,market_code,ext_concept_update_time,ext_concept_update_time,{},{},stock-detail.json,snapshot,概念更新时间,Concept Updated Time,概念更新时间是指股票所属概念（如行业概念、主题概念）的最后更新时间，用于标识概念信息的时效性。该指标没有统计口径后缀，因此所有别名均直接指向同一指标，无需附加后缀。,,false,[],"89,UUS",STANDARD_SNAPSHOT
ext_concept_inclusion_reason|成分股入选概念理由|Constituent Inclusion Reason,security,metric_lookup,snapshot,market_code,ext_concept_inclusion_reason,ext_concept_inclusion_reason,"{""match_code"":{""children"":null,""default"":null,""enum_options"":null,""example"":null,""name"":""match_code"",""query_type"":""string"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,成分股入选概念理由,Constituent Inclusion Reason,成分股入选概念理由是指某只股票被纳入特定概念板块的原因说明，通常用于解释该股票与概念主题的相关性。该指标不涉及统计周期后缀，因此所有别名均无需附加时间口径。,,false,[],"89,UUS",STANDARD_SNAPSHOT
ext_concept_desc|概念描述|Concept Description,security,metric_lookup,snapshot,market_code,ext_concept_desc,ext_concept_desc,{},{},stock-detail.json,snapshot,概念描述,Concept Description,概念描述（Concept Description）是对金融概念或术语的详细解释，用于辅助理解相关指标。该指标名称不包含统计口径后缀（如TTM、FY等），因此在所有别名中均无需附加此类后缀，确保数据可比性。,,false,[],"89,UUS",STANDARD_SNAPSHOT
ext_concept_create_time|概念创建时间|Concept Created Time,security,metric_lookup,snapshot,market_code,ext_concept_create_time,ext_concept_create_time,{},{},stock-detail.json,snapshot,概念创建时间,Concept Created Time,概念创建时间是指某个金融概念（如行业概念、主题概念）被创建或定义的时间点，通常用于记录概念的起始时间。该指标是一个时点数据，不涉及统计口径后缀（如 TTM、FY 等），因此别名中不添加后缀。,,false,[],"89,UUS",STANDARD_SNAPSHOT
